Compound ID	Target ID	Target type	Acq. method	Name	S00010449	S00010450	S00010451	S00010452	S00010453	S00010454	S00010455	S00010456	S00010457	S00010458	S00010459	S00010460	S00010461	S00010462	S00010463	S00010464	S00010465	S00010466	S00010467	S00010468	S00010469	S00010470	S00010471	S00010472	S00010473	S00010474	S00010475	S00010476	S00010477	S00010478	S00010479	S00010480	S00010481	S00010482	S00010483	S00010484	S00010485	S00010486	S00010487
U03434	625098	UNIQUE	AQM003	UNKNOWN U03434, BP 404.20601, RT 3.602	47208		35726											56783																									
U03436	625100	UNIQUE	AQM003	UNKNOWN U03436, BP 405.20926, RT 1.205	220621	241759	247143	211781	191347	166067	201745	213695	260648	263116	253553	333021		370205	322742	379265	509796	441385	542299	583244	518808	846137	913637	763885	1579537	1542781	1905993	454109	515708	605031		1156641	1360451	1759784	2168290	1528035	2085711	2186821	1585968
U03457	624633	UNIQUE	AQM003	UNKNOWN U03457, BP 316.17114, RT 1.285							22035		34623	35480		32974		53340	37000																								
U03458	624634	UNIQUE	AQM003	UNKNOWN U03458, BP 316.19009, RT 1.124				104346	56730	41442	75680	89373	106368	105004	101563	100360		129168	118040	131257	181281	129648	146470	133647	101330	169177	206788	144037	172881	139790		139905	176510	169613		79950	161240	151978	155310	59255		203323	94937
U03460	624638	UNIQUE	AQM003	UNKNOWN U03460, BP 316.21139, RT 2.841	23578405	22836497	25844728	21876387	21923686	24287826	21073710	21676881	20188947	22285663	21268802	21343373		22263769	20833160	22869693	20205610	20339714	20529052	21889770	19699104	18236222	17200744	16339946	18842753	18187016	176179352	19944729	18916037	18881238		19745572	20431452	13340220	12131346	11517962	17309127	16923972	15048065
U03465	625203	UNIQUE	AQM003	UNKNOWN U03465, BP 429.15413, RT 4.561														22441																									
U03494	625045	UNIQUE	AQM003	UNKNOWN U03494, BP 391.22903, RT 3.293	138174		183878	221836	264519					283598	251201				209211	241814	189433		208120	237205		222724	163390	145928	220071	157652	1112883		284080	219491			223344	67928	60209		63673	78722	66434
U03496	625602	UNIQUE	AQM003	UNKNOWN U03496, BP 573.16178, RT 4.846														16300		26092	43130	15958		20064	18329																		
U03516	624745	UNIQUE	AQM003	UNKNOWN U03516, BP 331.20849, RT 3.448	329435	1709202	944803	1153012	762127	1490179	1025835		2895557		2425901	1504309		1460636	2260843	1954825	1405341	1183708	1289946	2866632	3038627	1715948	1449050	492944	1228225	1561900	1758094	2608766	3007758	1960081		2518997	2779781	340246	166100	289139	721407	407883	
U03522	624836	UNIQUE	AQM003	UNKNOWN U03522, BP 349.18346, RT 2.978	2238096	2936628	2034495	2096945	1948161	2675408	2322659	2089288	2700467	1912759	2317980	2470619		1883179	2111523	2200998	1961350	2280825	2077376	2237858	2379915	2208880	1891896	1680073	1980094	2257141	12552300	2373283	2390514	2424584		2844974	2348192	1670618	1727104	1623324	1820435	2126780	1877737
U03535	624295	UNIQUE	AQM003	UNKNOWN U03535, BP 265.2512, RT 4.707	1665280	1933169	80826	1421687	1507511	2402084	1675435	767008	2006358	1572205	2316913	132048		1654787	1986597	2319141	1817838	1590118	1983663	2286980	2106772	1655878	1419456	1111211	1986397			2254997	1588003	1924175		1484662	2296067	1554725	236178	1658442	1177659		905888
U03536	625147	UNIQUE	AQM003	UNKNOWN U03536, BP 417.15536, RT 3.303	128029	213777	186190	161915	200759	189628	201597	111206	284616	206476	269217	277539		208975	237046	174336	203868	124575	138457	167823	130885	69958	38905	71694	31442	144589	27267	170055	173858	217894		128698	181034	15918					
U03552	625670	UNIQUE	AQM003	UNKNOWN U03552, BP 594.83609, RT .441	107698	95340	76003	124077	115985	92767	100244	119472	111693	111343	127248	121933		107853	121414	99738	99286	101125	126845	115071	91827	89194	87761	80916	92441	99461	89624	97059	118607	102098		91626	93969				64137	51296	72390
U03557	625083	UNIQUE	AQM003	UNKNOWN U03557, BP 401.25094, RT 3.834								185133	8748117		246252	303406																											
U03583	625102	UNIQUE	AQM003	UNKNOWN U03583, BP 405.24638, RT 3.39															88710																								
U03617	624646	UNIQUE	AQM003	UNKNOWN U03617, BP 317.17513, RT 1.287				220292	211478		236287	226995	324965	256408	255885	293296		301731	259362	235322		562613	259274	306366	262083	347323	313116	233552	389941	260544	273707	361282	270973			132658	349397	197110	243262	262067		308558	23326
U03618	625246	UNIQUE	AQM003	UNKNOWN U03618, BP 443.2387, RT 2.843	3880585	5229986	3001984	3478900	2237275	7747920	5011943	2696605	2654667	2644542	6212277	3659126		2502801	10658534	3164385	4358092	6056759	6216991	6916317	5148711	4135893	4123378	4635553	5201223	6088906	4016433	6620773	4259761	10651733		8723347	4929945	2958493	3268928	5837885	7780631	6960113	7570227
U03642	625861	UNIQUE	AQM003	UNKNOWN U03642, BP 658.21012, RT 3.054				28482		12330	13424	37272																		26822	20166										74899	44218	
U03643	625862	UNIQUE	AQM003	UNKNOWN U03643, BP 659.28855, RT 4.357	33607	52327	28380							51095	57442			66659	43623		129731	36935	957321	40999	40359				186454	106031						182681	73105				33693		
U03657	625050	UNIQUE	AQM003	UNKNOWN U03657, BP 393.30006, RT 5.141	1173371	1721215	1152206		1261133	1496706	1489716	858808	1577717	825023	1254015			1323197	1324062	1362099	1304605	948803	761208	1451716	1462887	1170965	1212785	796195	1391623	1147463		1379148		1314334		1978576	1632050	3337788	5052540	2814100	3773651	1510230	
U03658	625052	UNIQUE	AQM003	UNKNOWN U03658, BP 393.38563, RT 3.023	22906	35489			24321	27371								17091	27021		26658	31110		25883	15897		18653		17223	28212	239398		31183	25243		37007	27709		20177	62556		26138	39727
U03664	626046	UNIQUE	AQM003	UNKNOWN U03664, BP 720.55649, RT 6.936	3560168	857326	2521154	763147	1556436	2337122	1085961	2205487	1274501	1764312	886937	1285805		1114472	2381062	715709	2818364	2198000	4019527	2682476	868743	633496	1266520	1740482	1240024	1295670	1126948	1426213	1657663	1919830		1120935	1081883	17432563	21577670	11345261	16540723	12435159	
U03675	625107	UNIQUE	AQM003	UNKNOWN U03675, BP 407.2256, RT 3.149																									151649	176145	584345										106096		
U03684	624844	UNIQUE	AQM003	UNKNOWN U03684, BP 350.89216, RT .428	28930	21680	32048	28738	31012	32615	22152	36100	24455	24121	33085	26526		33558	27270	21583	26757	31420	29812	28077	32953	26645	34704	33886	26963	26591	28304	25997	19489	31295		28253	26797	34822	25913	25011	51530	36527	40826
U03690	624298	UNIQUE	AQM003	UNKNOWN U03690, BP 266.17267, RT 3.552	3273666	2374843	4978249	3265729	2544021	4008102	2285906	2110787	3740272	2635597	3279360	2165090		3910142	4321149	3319910	2519154	1815210	1679385	3541703	4254855	2634990	1784364	1255717	3776244	2709436	285874	3030937	3278681	2889217		3870077	2122670	865206	886396	1254728	749891	853893	553107
U03692	624301	UNIQUE	AQM003	UNKNOWN U03692, BP 266.92728, RT .422	119507	99283	119004	116006	92792	105812	89191	89724	83661	87253	110744	108989		98699	95367	103149	119802	106436	106346	97805	103526	107628	122517	117162	119333	105619	113553	109100	88604	102302		126143	116090	144677	129099	133137	158638	155362	161529
U03715	625541	UNIQUE	AQM003	UNKNOWN U03715, BP 551.50485, RT 6.83	14597248	1409945	2869485	3513129	2145681	326317	1365037		358932					1565696	1551847	646356	1507226	2053944	4013904		501030	205140			326325	2290314		53687	237595	1738653			797136	98877	55904	718882	316587	1381955	124464
U03740	624539	UNIQUE	AQM003	UNKNOWN U03740, BP 302.19706, RT 2.671	4117289	3900455	3796532	3831145	4441062	4211604	3515062	3781322	3698733	3714358	3400926	3657650		3387544	3456006	3449554	3241871	3347669	3425824	3433250	3502488	3596266	3363577	3491245	3481979	3193805	9026986	3261582	3694128	3221916		3573918	3443442	3076150	2890211	2662520	3197559	3501861	3103408
U03774	624648	UNIQUE	AQM003	UNKNOWN U03774, BP 317.17458, RT .809	1353005	819171	2178091	1099848	973846	941554	1168448	1096513	1408283	1057166	1171155	1306651		1218904	1076386	2085507	1530871	1321032	1398267	1733988	2131777	1711584	1538436	1186863	1654139	1481736	1047786	1645583	1046570	1491810		736464	2134017	795960	967499	794522	992768	1060768	1016129
U03794	624773	UNIQUE	AQM003	UNKNOWN U03794, BP 360.32511, RT 5.315	848939	1200896	2446224	672510	373434	2037677	83830	494902	1377427	647460	1103425	1433769		705511	1218508	1475109	1116371	1138844	979402	2888147	2229803	1106757	480094	761300	801224	2276259	5547248	2025474	55453	1326163		1087007	2940075	720333	153605	5058152	3224035	1185434	76953
U03795	624775	UNIQUE	AQM003	UNKNOWN U03795, BP 338.50848, RT 5.4105				18463		47941				23293	34527			26381		24236	14251	27460		106816	33620	25290	33873		28582	11689		54567		61866			98894		29470	99560	84200	27376	
U03797	624777	UNIQUE	AQM003	UNKNOWN U03797, BP 339.15713, RT 1.294																22432	64143																						
U03807	625730	UNIQUE	AQM003	UNKNOWN U03807, BP 613.34063, RT 3.189		504258	572331	449789		1025463		522952	590457		630720	512456		587586			606679	839436	626390	614603	929096	213463		579158			4195892					883784		432514	419024	931822	547775	555134	560049
U03823	624521	UNIQUE	AQM003	UNKNOWN U03823, BP 300.19817, RT 2.803	10223990	12269704	12297389	9171589	8141925	16189163	16092575	10256878	9843530	10118049	12540834	10541132		6535613	12157046	8292437	8958215	12033360	9339195	12334158	10895225	12589188	8888902	8948401	9568004	11196971	43768271	9841849	14035271	11454709		15263919	9536416	5077042	6339125	5204472	6431470	8508671	8433316
U03830	625112	UNIQUE	AQM003	UNKNOWN U03830, BP 408.91943, RT .43	448868	427088	436117	393778	407999	440615	398811	399134	401395	377203	431819	389175		436732	441447	455365	463635	458682	457643	429737	449046	385714	345191	368338	422381	440829	405062	408108	369654	433775		407605	437736	172887	137097	149455	271109	264987	249788
U03853	625155	UNIQUE	AQM003	UNKNOWN U03853, BP 419.26054, RT 3.474																407755	205357					546723	315405		1072757	515050	276998		619804	1056975			237358	286752	522176		385713	316628	
U03857	625159	UNIQUE	AQM003	UNKNOWN U03857, BP 420.88487, RT .446	214816	212484	288843	241283	249129	239668	229419	238798	246422	189006	239349	234622		223190	196838	229433	215108	206634	227769	218843	241934	188895	163526	161850	201725	210287	195643	183134	153014	205542		217327	201744	104340	82998	93212	159709	137865	145229
U03858	626456	UNIQUE	AQM003	UNKNOWN U03858, BP 845.32438, RT 3.303																	2007094	285610																					
U03890	625321	UNIQUE	AQM003	UNKNOWN U03890, BP 466.33036, RT 4.786	265636	69275												64322	157162	86518	253415	183883	262103	344658	81037				359402	30739	530371					125012	291049				5710472	246628	
U03916	624594	UNIQUE	AQM003	UNKNOWN U03916, BP 310.21567, RT 2.921	81946	64293													82940	70609		100274		88342	157079											63041	62950				70812	59776	
U03940	625260	UNIQUE	AQM003	UNKNOWN U03940, BP 446.8873, RT .438	144263	122931	336746	202076	254832	184357	232391	231392	216550	139994	178724	217674		211209	167478	247038	199801	199620	226756	203748	229810	279254	214924	240027	265735	288835	223494	151761	138169	250419		169839	223973	105897	62532	49411	160234	104503	172768
U03948	624309	UNIQUE	AQM003	UNKNOWN U03948, BP 267.1805, RT 3.118		631654	643667				624938	598845	758903						617014	575215	517424																						
U03974	624928	UNIQUE	AQM003	UNKNOWN U03974, BP 365.15803, RT 2.983	214979		87794	70849		112253				104450	174994											167875	149725	226882			1117634	223701	123772	243767		314018		299045	415225	436199	333028	391920	226232
U04007	625403	UNIQUE	AQM003	UNKNOWN U04007, BP 488.31199, RT 4.784	101503	104298			59376	100800				38288	57843			20430		61777		75720														33898	157385				842284	25190	
U04015	625161	UNIQUE	AQM003	UNKNOWN U04015, BP 421.2336, RT 4.011	4271205	5240782	3430457	1815501	2682910	7183284	4446784	4053988	265101844	2702050	5618096	4250201		1192128	3274355	2235283	3719259	2174928	1835902	4400846	1258057	3546338	8764396	1695644	2715459	1992368	2583798	4653544	165826	2942971		4936874	6757104	2309985	1994346	3452531	2726366	2270469	63993
U04067	625606	UNIQUE	AQM003	UNKNOWN U04067, BP 575.40823, RT 4.55		253865	93869												292568	127757		160706	99422	235427					301657							233948	240239					140545	
U04078	624922	UNIQUE	AQM003	UNKNOWN U04078, BP 364.06504, RT 1.537		157674	63764	16967	22632	30516				24864	26217											15124		1168331				90184	30797					337339	1952268	1998026			
U04091	625120	UNIQUE	AQM003	UNKNOWN U04091, BP 409.34353, RT 3.612															15375																								
U04092	625121	UNIQUE	AQM003	UNKNOWN U04092, BP 409.41376, RT 3.606														18437																									
U04115	624317	UNIQUE	AQM003	UNKNOWN U04115, BP 268.2111, RT 2.39	151969		97809	108289	97751	103244	109222	80394						104579		19698		122052																					
U04119	624322	UNIQUE	AQM003	UNKNOWN U04119, BP 270.19124, RT 2.842		728551	587104				702481	392000	825226	500821	775649	607183					539285	582955				529597	606139	399575			1495959	644807	588258	768993		877603		472036	71763	349355	820385		435435
U04121	625165	UNIQUE	AQM003	UNKNOWN U04121, BP 423.05993, RT .594	84355	65493	30124					50630	66545					21787	55450	29950	47470		61580	30308	66829	20417	20552	17204	13559		14135			42412		57411		61604		132401	138210	93599	136938
U04138	625555	UNIQUE	AQM003	UNKNOWN U04138, BP 553.68411, RT 6.232										612968	310427	400780				404220	2659093	278757		970989	1236155	717944	912951	1098525	668111	235723		861518	812559	1330515		749287	1082516	6571750	5863098	2289772	9329387	1858724	
U04144	625561	UNIQUE	AQM003	UNKNOWN U04144, BP 553.8221, RT 6.232										255204	188276	222168			193216	238629	778726			460832	595439	199361	422250	490476	233539	117245		363457	368015	562803		348685	487611	2486051	2425656	768581	3066900	889653	
U04170	624742	UNIQUE	AQM003	UNKNOWN U04170, BP 331.17318, RT 3.1665				247668	72571		63542	311986	288937	338668	450029	202334			61442				94030		187247																		
U04185	625409	UNIQUE	AQM003	UNKNOWN U04185, BP 488.8722, RT .445	135558	128495	204260	165228	182789	167506	174198	163027	179390	136685	174698	163748		152850	141649	163520	169383	145337	172610	144814	182900	133882	117583	113944	134168	146000	152763	128745	121313	154334		153012	151265	89667	68248	81271	101127	90840	102009
U04201	626480	UNIQUE	AQM003	UNKNOWN U04201, BP 851.26309, RT .837	234395	125117	130465	74760	140654	349230	143984	114663	69342	124600	65328	96028		70793	96439	56005	237599	241266	206980	139432	54066	38999	257121	330114	71172	31718	414589	240502	152588	90665		246249	135975	148750	498183	790032	613218	303506	840200
U04207	624677	UNIQUE	AQM003	UNKNOWN U04207, BP 321.21098, RT 4.944							138715	62734																	279294	220520						129040	116814				949632	228141	
U04214	624870	UNIQUE	AQM003	UNKNOWN U04214, BP 356.90876, RT .43	167243	140673	219496	166152	177350	180573	176753	174221	149069	123393	182421	181531		174778	146625	181609	183052	177448	188453	175442	178535	203542	200951	184793	206746	197748	171591	153376	121671	190615		171465	182668	148146	126147	101175	178007	144524	183250
U04216	625764	UNIQUE	AQM003	UNKNOWN U04216, BP 624.8469, RT .44	93667	82002	125601	105199	106963	99867	108317	105666	106084	79497	93399	94503		91305	81168	103824	94669	93078	102160	101350	103114	90316	63232	63822	99140	92231	84806	95677	59417	99549		91182	74495	57479	18918	37800	52097	42758	9764
U04224	625838	UNIQUE	AQM003	UNKNOWN U04224, BP 650.22019, RT 3.302	45381		14182																																				
U04232	626707	UNIQUE	AQM003	UNKNOWN U04232, BP 1065.36617, RT 3.295							101773	176293	57492	85753		148977		98203																									
U04235	624546	UNIQUE	AQM003	UNKNOWN U04235, BP 302.24564, RT 4.3795	54175	85643	62621											56136	118767	42519	145007	60032	48229	33795	51050				49429	34181						48617	82829				77821	24679	
U04266	625129	UNIQUE	AQM003	UNKNOWN U04266, BP 410.85591, RT .453	141672	143246	180219	157391	162314	157666	165380	168239	167596	132600	168891	147889		172212	142484	161073	153824	134618	163178	141492	164884	126477	109585	100089	133970	138072	119165	125657	103210	139558		136977	130608	57060	41601		116236	98711	91241
U04275	626238	UNIQUE	AQM003	UNKNOWN U04275, BP 780.55599, RT 6.5035	2031520	181264	860552				143255		594568	1014654	283585	1074798		91313	1280992	338436	2153192	1932476	2446189	1391708	460915																		
U04284	624453	UNIQUE	AQM003	UNKNOWN U04284, BP 288.9227, RT 7.651								77484	32082					37358		50932	24046	7406					68519		59414		63914	16821	19216	13408		24427	27384	13379			20900		
U04299	625874	UNIQUE	AQM003	UNKNOWN U04299, BP 662.82456, RT .442	69798	90173	80954	100474	98842	90736	95592	107622	102872	109655	98726	97750		95426	114111	63675	89691	80224	108884	79727	83932	66465	67849	81021	66325	78989	73842	79521	73061	86675		92430	62729	16919		43745	61004		62146
U04303	625020	UNIQUE	AQM003	UNKNOWN U04303, BP 385.29179, RT 4.362	306361	452138	456626		284016	586642	388211	558245			882451	519649		29572	563165	146192	329231	600217	431876	495617	301652	437166	631161	34315	623087	335605		407671		403178		690678	625666	730528	400411	351339	65599	372012	21839
U04308	625563	UNIQUE	AQM003	UNKNOWN U04308, BP 553.88646, RT 6.233	173391	134552	76106	89240	89801	57154	42298		769014	308230	177691			81740		166411	1430154		244093	451002	558013	355765	434640	591215	394840	120716		399003	361675	749568		376303	656057	3353603	2896194	1206720	4875215	944755	
U04325	626419	UNIQUE	AQM003	UNKNOWN U04325, BP 832.58503, RT 4.544	18869736	331901								13229	1663474			863970	499222	450717	3304767	20814826	12887337	114605	1108474				652769								119355				2249653	50865299	
U04326	626420	UNIQUE	AQM003	UNKNOWN U04326, BP 832.58586, RT 6.9805				25090	574393					1419274		932860			77935	542463	3090124	2558724	707522	905024		606412	1257712	3503515			242118		1585657			357290	642129	18553350	16695338	15366575	11581907	8400888	
